price,kilometers,vehicle_age_years,fuel_type,no_of_cylinders
620000,59847,46,Petrol,8
23500,190000,5,Petrol,4
58000,78482,4,Petrol,4
40500,56754,4,Petrol,4
199900,21000,1,Petrol,4
18000,240556,15,Petrol,8
49000,175000,12,Petrol,6
699000,41000,3,Petrol,6
725000,42000,3,Petrol,8
30000,62000,8,Petrol,0
440000,16784,3,Petrol,8
129500,116000,6,Petrol,6
69900,80439,24,Petrol,6
89500,93550,17,Petrol,8
459500,13390,3,Petrol,8
135000,141000,18,Petrol,6
162500,102861,9,Petrol,8
75999,60000,7,Petrol,8
17500,230000,8,Petrol,4
25000,175000,10,Petrol,4
20000,50300,12,Petrol,6
17700,132000,8,Petrol,4
24000,160000,11,Petrol,4
22000,195000,9,Petrol,4
53000,0,0,Petrol,4
189000,51517,1,Petrol,6
75900,13937,1,Petrol,4
58000,47000,1,Petrol,4
36000,118250,11,Petrol,6
152000,189000,5,Petrol,8
32000,196000,10,Petrol,8
525000,0,2,Electric,0
475000,0,1,Petrol,4
35500,195000,8,Petrol,6
85000,165000,8,Petrol,6
263000,0,1,Petrol,8
36000,156000,15,Petrol,6
179000,0,0,Petrol,4
179000,0,0,Petrol,4
60000,114000,4,Petrol,4
485000,63000,4,Petrol,6
292000,0,1,Petrol,8
310000,0,0,Petrol,8
428000,50000,3,Petrol,6
113000,65000,7,Petrol,6
185000,0,0,Petrol,6
185000,0,1,Petrol,6
190000,0,0,Petrol,6
271000,0,1,Petrol,8
185000,0,0,Petrol,6
385000,0,1,Petrol,8
1125,0,1,Petrol,12
65000,51000,2,Petrol,4
75000,87,1,Petrol,4
58000,88000,8,Petrol,6
77000,19000,2,Petrol,4
89000,105034,5,Petrol,4
32000,103140,12,Petrol,4
240000,86650,8,Petrol,12
18500,173000,11,Petrol,4
46000,147000,7,Petrol,4
139000,109332,8,Petrol,6
49000,107000,9,Petrol,4
26000,66856,4,Petrol,4
38000,165389,9,Petrol,4
76000,133000,6,Petrol,4
679000,75817,36,Petrol,6
80000,40000,3,Petrol,4
55000,176000,6,Petrol,4
60000,113294,11,Petrol,6
207000,18000,3,Petrol,6
380000,8000,1,Petrol,6
32000,75000,4,Petrol,4
27000,193505,11,Petrol,6
177000,21000,2,Petrol,4
29900,120000,10,Petrol,4
35499,194000,8,Petrol,6
510000,71000,8,Petrol,8
27500,100266,12,Petrol,6
139000,47000,4,Petrol,4
148000,48000,7,Petrol,6
184000,54000,5,Petrol,4
429000,10284,1,Petrol,10
555000,0,1,Petrol,6
1649,8000,2,Petrol,12
255000,0,0,Petrol,4
799000,28500,2,Petrol,8
849000,15400,5,Petrol,8
460000,0,1,Petrol,6
1189,0,1,Petrol,12
250000,139625,3,Petrol,8
55499,27000,2,Petrol,4
140000,92200,4,Petrol,4
205000,46417,2,Petrol,8
85000,167418,2,Petrol,6
14500,180000,11,Petrol,4
85000,201364,2,Petrol,6
137900,93071,5,Petrol,6
219000,55000,3,Petrol,6
175000,80000,7,Petrol,5
99990,75000,3,Petrol,4
242000,0,0,Petrol,4
140000,35000,4,Petrol,8
242000,0,0,Petrol,4
305000,18228,4,Petrol,8
118000,44000,7,Petrol,4
47500,0,0,Petrol,4
620000,59847,46,Petrol,8
23500,190000,5,Petrol,4
58000,78482,4,Petrol,4
40500,56754,4,Petrol,4
199900,21000,1,Petrol,4
18000,240556,15,Petrol,8
49000,175000,12,Petrol,6
699000,41000,3,Petrol,6
725000,42000,3,Petrol,8
30000,62000,8,Petrol,0
34000,167000,10,Petrol,6
144000,153000,6,Petrol,6
90000,31751,5,Petrol,4
359000,50000,3,Petrol,6
299000,70000,2,Petrol,6
399000,85000,5,Petrol,8
167999,260000,6,Petrol,8
84500,21100,5,Petrol,4
35000,600000,5,Petrol,4
82000,163000,10,Petrol,6
15499,390000,16,Petrol,4
145000,128000,8,Petrol,6
265000,990,1,Petrol,8
235000,32402,2,Petrol,6
24499,78000,8,Petrol,4
59000,44000,4,Petrol,3
63000,0,1,Petrol,4
63000,0,1,Petrol,4
1110,10500,2,Petrol,8
465000,78000,5,Petrol,8
68000,123000,6,Petrol,6
85000,255700,15,Petrol,8
99000,5000,2,Petrol,4
62000,224000,10,Petrol,8
30000,145000,9,Petrol,4
30000,62000,8,Petrol,0
440000,16784,3,Petrol,8
129500,116000,6,Petrol,6
69900,80439,24,Petrol,6
89500,93550,17,Petrol,8
459500,13390,3,Petrol,8
135000,141000,18,Petrol,6
162500,102861,9,Petrol,8
75999,60000,7,Petrol,8
17500,230000,8,Petrol,4
25000,175000,10,Petrol,4
20000,50300,12,Petrol,6
17700,132000,8,Petrol,4
24000,160000,11,Petrol,4
22000,195000,9,Petrol,4
53000,0,0,Petrol,4
189000,51517,1,Petrol,6
75900,13937,1,Petrol,4
58000,47000,1,Petrol,4
36000,118250,11,Petrol,6
152000,189000,5,Petrol,8
32000,196000,10,Petrol,8
525000,0,2,Electric,0
475000,0,1,Petrol,4
35500,195000,8,Petrol,6
16000,276600,12,Petrol,4
44000,120796,9,Petrol,6
399000,100,0,Petrol,6
162000,100,1,Petrol,4
119000,161000,5,Petrol,4
185000,32000,3,Petrol,8
95500,76700,6,Petrol,4
109000,25000,2,Petrol,6
31500,110000,8,Petrol,4
175000,60300,4,Petrol,6
200000,45757,32,Petrol,6
1650,1037,5,Petrol,6
1050,12800,4,Petrol,8
900000,26351,7,Petrol,12
4750,60,5,Petrol,6
15500,3430,3,Petrol,0
13000,62,4,Petrol,12
2950,16291,2,Petrol,12
650000,44865,8,Petrol,12
2250,35,2,Petrol,12
2450,60,1,Petrol,12
7700,1600,9,Hybrid,8
525000,35225,4,Petrol,6
5800,14575,18,Petrol,10
1225,30,1,Petrol,6
255000,0,0,Petrol,4
799000,28500,2,Petrol,8
849000,15400,5,Petrol,8
460000,0,1,Petrol,6
1189,0,1,Petrol,12
250000,139625,3,Petrol,8
55499,27000,2,Petrol,4
19000,124000,11,Petrol,4
165000,65000,5,Petrol,8
25000,287000,12,Petrol,6
69000,53000,4,Petrol,6
27500,185000,7,Petrol,4
145000,100000,3,Petrol,4
220000,40000,1,Petrol,6
210000,120000,7,Petrol,8
145000,190000,7,Petrol,6
510000,142000,4,Petrol,8
190000,43000,5,Petrol,8
129000,147000,7,Petrol,6
167000,118000,6,Petrol,6
14000,265000,12,Petrol,4
36000,196000,8,Petrol,4
230000,76200,5,Petrol,6
369000,12700,1,Petrol,6
230000,76000,5,Petrol,6
2400,38,2,Petrol,8
4720,650,5,Petrol,8
750000,43,1,Petrol,8
2650,6290,3,Petrol,12
2500,135,2,Petrol,12
1325,8415,2,Petrol,8
1050,40200,3,Petrol,8
2050,2836,2,Petrol,12
2050,788,3,Petrol,12
2500,84,2,Hybrid,8
2450,640,2,Petrol,8
2100,85,1,Hybrid,8
700000,1000,0,Petrol,6
740000,62,1,Petrol,8
1000,1300,2,Petrol,8
750000,42190,4,Petrol,12
1600,60,2,Petrol,12
700000,26870,3,Petrol,8
1450,78,1,Petrol,8
775000,12600,3,Petrol,8
1450,37,1,Petrol,8
870000,27400,5,Petrol,12
650000,680,4,Hybrid,6
41500,158045,10,Petrol,6
77000,98200,7,Petrol,4
230000,76000,5,Petrol,6
179000,93000,8,Petrol,8
775000,0,2,Petrol,4
920000,126,1,Hybrid,6
820000,0,1,Petrol,4
75000,180050,7,Petrol,8
21800,104019,8,Petrol,4
249000,63000,3,Petrol,6
34000,167000,10,Petrol,6
144000,153000,6,Petrol,6
90000,31751,5,Petrol,4
359000,50000,3,Petrol,6
299000,70000,2,Petrol,6
399000,85000,5,Petrol,8
167999,260000,6,Petrol,8
84500,21100,5,Petrol,4
35000,600000,5,Petrol,4
82000,163000,10,Petrol,6
15499,390000,16,Petrol,4
145000,128000,8,Petrol,6
265000,990,1,Petrol,8
235000,32402,2,Petrol,6
24499,78000,8,Petrol,4
59000,44000,4,Petrol,3
63000,0,1,Petrol,4
170000,95000,6,Diesel,6
169000,188000,6,Petrol,6
109000,102008,12,Petrol,8
140000,156042,7,Petrol,6
65000,151400,9,Petrol,6
41000,65000,5,Petrol,6
118000,79000,7,Petrol,6
100000,75000,9,Petrol,8
65000,63000,9,Petrol,6
60000,99000,12,Petrol,6
199500,50000,9,Petrol,6
14500,275000,12,Petrol,4
55000,194000,8,Petrol,6
21000,209000,14,Petrol,8
449000,14800,1,Petrol,8
345000,30000,4,Petrol,8
1650,26000,1,Petrol,8
318000,62100,2,Petrol,8
57000,40000,6,Petrol,0
33500,77000,6,Petrol,4
17000,83825,21,Petrol,6
73900,98954,7,Petrol,4
57500,144799,6,Petrol,4
112000,207393,6,Petrol,4
220000,23554,2,Petrol,4
650000,44865,8,Petrol,12
2250,35,2,Petrol,12
2450,60,1,Petrol,12
7700,1600,9,Hybrid,8
525000,35225,4,Petrol,6
5800,14575,18,Petrol,10
1225,30,1,Petrol,6
1600,3503,6,Petrol,6
1900,98,1,Petrol,6
14500,777,3,Petrol,12
400000,16217,3,Petrol,6
2800,14981,11,Petrol,8
700000,53000,10,Petrol,8
2200,88,3,Petrol,8
2400,62,3,Petrol,8
18499,50,1,Hybrid,6
265000,39000,40,Petrol,6
750000,29,2,Petrol,8
770000,9803,2,Petrol,8
1750,115,2,Petrol,8
1350,72,2,Petrol,8
1800,106,1,Petrol,8
180000,58000,7,Petrol,8
4000,267,3,Petrol,8
2200,193,1,Petrol,8
1375,78,2,Petrol,8
1900,97,3,Petrol,8
1050,130,1,Petrol,8
2200,16,2,Petrol,8
2200,23,2,Petrol,8
2300,26,2,Petrol,8
3210,71,16,Petrol,8
2400,38,2,Petrol,8
4720,650,5,Petrol,8
750000,43,1,Petrol,8
2650,6290,3,Petrol,12
2500,135,2,Petrol,12
1325,8415,2,Petrol,8
1050,40200,3,Petrol,8
2050,2836,2,Petrol,12
2050,788,3,Petrol,12
2500,84,2,Hybrid,8
2450,640,2,Petrol,8
2100,85,1,Hybrid,8
700000,1000,0,Petrol,6
740000,62,1,Petrol,8
1000,1300,2,Petrol,8
750000,42190,4,Petrol,12
1600,60,2,Petrol,12
700000,26870,3,Petrol,8
2200,193,1,Petrol,8
1375,78,2,Petrol,8
1900,97,3,Petrol,8
1050,130,1,Petrol,8
2200,16,2,Petrol,8
2200,23,2,Petrol,8
2300,26,2,Petrol,8
3210,71,16,Petrol,8
2400,38,2,Petrol,8
4720,650,5,Petrol,8
750000,43,1,Petrol,8
2650,6290,3,Petrol,12
2500,135,2,Petrol,12
1325,8415,2,Petrol,8
1050,40200,3,Petrol,8
2050,2836,2,Petrol,12
2050,788,3,Petrol,12
2500,84,2,Hybrid,8
2450,640,2,Petrol,8
2100,85,1,Hybrid,8
700000,1000,0,Petrol,6
740000,62,1,Petrol,8
1000,1300,2,Petrol,8
750000,42190,4,Petrol,12
1600,60,2,Petrol,12
700000,26870,3,Petrol,8
1450,78,1,Petrol,8
775000,12600,3,Petrol,8
1450,37,1,Petrol,8
870000,27400,5,Petrol,12
650000,680,4,Hybrid,6
41500,158045,10,Petrol,6
77000,98200,7,Petrol,4
17500,219000,13,Petrol,0
15900,22000,15,Petrol,8
169990,300,1,Petrol,6
67000,97500,11,Petrol,8
149000,94000,6,Petrol,6
365000,100,1,Petrol,6
215000,62,1,Petrol,8
16500,216700,8,Petrol,4
49900,152000,11,Petrol,8
37500,159200,9,Petrol,4
69900,97600,8,Petrol,4
32500,46000,10,Petrol,4
35500,121220,9,Petrol,6
19900,92000,9,Petrol,4
145000,44000,3,Petrol,6
112000,69000,2,Petrol,4
71500,44000,4,Petrol,4
57000,40000,6,Petrol,0
33500,77000,6,Petrol,4
17000,83825,21,Petrol,6
73900,98954,7,Petrol,4
57500,144799,6,Petrol,4
112000,207393,6,Petrol,4
220000,23554,2,Petrol,4
137000,118200,9,Petrol,8
79000,95550,8,Petrol,6
82500,68000,10,Petrol,6
27000,116900,5,Petrol,4
29500,136859,9,Petrol,6
9500,189901,15,Petrol,4
30500,98663,8,Petrol,4
18500,198633,9,Petrol,4
14000,140211,9,Petrol,4
72000,160000,9,Petrol,6
49500,140000,6,Petrol,4
48000,222218,9,Petrol,6
389000,29921,4,Petrol,8
115000,52624,5,Petrol,4
95000,158118,9,Petrol,8
179000,19790,2,Petrol,6
335000,42854,3,Petrol,6
145000,63073,4,Petrol,6
69999,162836,7,Petrol,6
52900,56552,3,Petrol,4
179000,22723,1,Electric,0
345000,40673,5,Petrol,4
115000,21048,4,Petrol,6
98000,130279,9,Petrol,6
310000,49189,2,Petrol,6
52000,100003,6,Petrol,4
126900,234460,6,Petrol,4
88500,59400,6,Petrol,4
72000,203601,6,Petrol,6
106900,49090,5,Petrol,4
43900,17081,7,Petrol,4
206000,136830,8,Petrol,8
830000,24324,2,Petrol,8
198200,30535,3,Petrol,6
307000,19051,1,Petrol,6
109000,101631,10,Petrol,6
52000,194921,7,Petrol,4
25000,211689,10,Petrol,6
120900,112982,5,Petrol,8
205000,67264,3,Petrol,4
40000,193092,5,Petrol,4
72000,145795,10,Petrol,6
130000,115234,4,Petrol,6
145000,63073,4,Petrol,6
69999,162836,7,Petrol,6
52900,56552,3,Petrol,4
179000,22723,1,Electric,0
345000,40673,5,Petrol,4
115000,21048,4,Petrol,6
98000,130279,9,Petrol,6
310000,49189,2,Petrol,6
52000,100003,6,Petrol,4
126900,234460,6,Petrol,4
88500,59400,6,Petrol,4
72000,203601,6,Petrol,6
106900,49090,5,Petrol,4
43900,17081,7,Petrol,4
206000,136830,8,Petrol,8
830000,24324,2,Petrol,8
198200,30535,3,Petrol,6
307000,19051,1,Petrol,6
109000,101631,10,Petrol,6
52000,194921,7,Petrol,4
25000,211689,10,Petrol,6
120900,112982,5,Petrol,8
205000,67264,3,Petrol,4
40000,193092,5,Petrol,4
72000,145795,10,Petrol,6
37900,88820,8,Petrol,4
34900,207261,9,Petrol,6
205000,57657,5,Petrol,4
140000,94935,4,Petrol,4
92000,71885,4,Petrol,6
72000,63997,4,Petrol,4
101000,16931,1,Petrol,4
98000,37232,6,Petrol,4
25900,176872,11,Petrol,6
61000,140858,8,Petrol,4
48900,90442,8,Petrol,3
44000,67896,8,Petrol,4
282900,49393,4,Petrol,6
42000,144118,13,Petrol,8
150000,158394,5,Petrol,6
50000,28320,1,Petrol,4
85000,39861,3,Petrol,4
47900,143308,9,Petrol,4
299900,48307,4,Petrol,6
24000,121191,7,Petrol,4
48000,71865,11,Petrol,4
153900,118165,5,Petrol,4
210000,35793,1,Petrol,6
31000,104887,4,Petrol,4
55000,80850,8,Petrol,6
62000,166602,5,Petrol,4
66900,131643,9,Petrol,6
69900,149654,9,Petrol,6
62500,185428,10,Petrol,6
139000,49025,4,Petrol,4
89700,21809,4,Petrol,3
75900,145066,7,Petrol,6
56000,97000,9,Petrol,4
73000,127000,6,Petrol,6
245000,44359,4,Petrol,6
102900,159522,7,Petrol,4
19900,197317,10,Petrol,4
45000,156267,9,Petrol,6
142000,154022,5,Petrol,6
109000,140403,8,Petrol,6
45999,169328,9,Petrol,6
250000,20147,2,Petrol,8
79900,68678,11,Hybrid,4
233900,9331,1,Petrol,6
42900,91956,9,Petrol,6
185000,73012,7,Petrol,8
51900,203891,11,Petrol,6
48900,174410,10,Petrol,6
120900,130878,6,Petrol,6
53000,132150,9,Petrol,6
54900,168810,8,Petrol,6
201900,35901,2,Petrol,4
100000,155690,9,Petrol,6
359000,19154,2,Petrol,6
34500,149951,8,Petrol,6
247500,33693,5,Petrol,6
118900,121138,6,Petrol,4
185900,57752,8,Petrol,6
53900,62300,5,Petrol,4
144900,78158,6,Petrol,6
126900,97455,8,Petrol,6
90900,183186,10,Petrol,6
450900,23577,5,Petrol,8
37900,224598,9,Petrol,6
171500,28872,3,Petrol,4
43900,194416,9,Petrol,6
71900,142053,9,Petrol,6
36000,109040,7,Petrol,4
100000,39167,2,Petrol,4
187000,49248,3,Petrol,4
127900,136450,7,Petrol,6
35900,101580,10,Petrol,4
190000,126994,5,Petrol,8
300000,29633,4,Petrol,8
52900,234448,8,Petrol,6
126900,142723,8,Petrol,6
85000,114009,4,Petrol,6
81900,53799,5,Petrol,4
127000,78564,2,Petrol,6
275000,83874,5,Petrol,8
106900,103437,7,Petrol,8
72900,161807,8,Petrol,6
55900,234002,9,Petrol,8
110000,120798,4,Petrol,8
75000,206910,8,Petrol,6
245900,54468,3,Petrol,4
81500,16645,1,Petrol,4
85000,114394,6,Petrol,4
153900,79361,11,Petrol,8
52900,87729,4,Petrol,4
43900,173312,7,Petrol,4
46500,121638,7,Petrol,3
61000,157493,6,Petrol,4
44000,120833,9,Petrol,4
129000,24983,3,Petrol,4
57000,106585,8,Petrol,4
118900,45607,4,Petrol,4
266900,83655,6,Petrol,8
110000,229618,8,Petrol,8
55000,110483,6,Petrol,4
78000,77966,8,Petrol,5
42900,160299,10,Petrol,8
99900,88830,7,Petrol,6
171500,100652,7,Petrol,8
66900,189603,6,Petrol,6
55500,158169,10,Petrol,6
107400,41053,3,Petrol,4
81900,117346,5,Petrol,4
209900,114654,5,Petrol,6
159000,89216,6,Petrol,8
105000,95203,7,Petrol,4
106900,20900,1,Petrol,4
110000,250164,9,Petrol,8
225000,4081,1,Petrol,4
46000,21224,1,Petrol,4
83000,117442,8,Petrol,4
78900,98919,9,Petrol,8
135900,112158,8,Petrol,6
125000,69696,4,Petrol,6
25900,238592,10,Petrol,6
211900,59135,8,Petrol,8
18000,244378,12,Petrol,4
189000,145606,3,Petrol,6
156000,50696,5,Petrol,4
27900,48056,4,Petrol,4
69999,174532,6,Petrol,4
51000,177200,9,Petrol,6
94000,167662,8,Petrol,4
72900,34000,8,Petrol,6
120900,38580,5,Petrol,4
193000,16776,2,Petrol,4
32000,146243,11,Petrol,4
97000,123595,5,Petrol,6
54000,172836,11,Petrol,6
97000,150437,5,Petrol,6
165000,52423,4,Petrol,4
237900,15513,2,Petrol,8
38900,173854,12,Petrol,6
45000,217181,10,Petrol,8
41900,155011,9,Petrol,4
269000,29374,3,Petrol,6
320000,1223,1,Petrol,6
57000,81139,11,Petrol,6
95000,10489,1,Petrol,4
239900,30676,2,Petrol,8
78000,137622,7,Petrol,6
92900,209902,9,Petrol,8
39000,79,1,Petrol,4
39000,78,1,Petrol,4
204000,76251,5,Petrol,6
78900,134419,10,Petrol,8
40900,162764,9,Petrol,4
829000,11580,2,Petrol,8
196900,59815,3,Petrol,4
46000,172702,7,Petrol,6
119900,95598,7,Petrol,4
190000,36934,8,Petrol,8
137800,21946,2,Petrol,4
75900,69857,8,Petrol,4
51000,111378,7,Petrol,4
103000,43004,4,Petrol,4
155900,55610,3,Petrol,8
120000,144886,6,Petrol,6
72900,102529,7,Petrol,6
27500,92796,5,Petrol,3
85900,100085,6,Petrol,4
85000,149497,5,Petrol,4
68000,65123,5,Petrol,4
120000,194009,9,Petrol,8
122000,29991,2,Petrol,4
70000,58730,4,Petrol,4
76900,156547,8,Petrol,6
187900,132275,4,Petrol,4
131000,38533,2,Petrol,6
101000,126965,4,Petrol,4
42900,91956,9,Petrol,6
185000,73012,7,Petrol,8
51900,203891,11,Petrol,6
48900,174410,10,Petrol,6
120900,130878,6,Petrol,6
53000,132150,9,Petrol,6
395000,4850,1,Petrol,6
54900,168810,8,Petrol,6
201900,35901,2,Petrol,4
100000,155690,9,Petrol,6
359000,19154,2,Petrol,6
34500,149951,8,Petrol,6
247500,33693,5,Petrol,6
118900,121138,6,Petrol,4
185900,57752,8,Petrol,6
53900,62300,5,Petrol,4
144900,78158,6,Petrol,6
126900,97455,8,Petrol,6
90900,183186,10,Petrol,6
450900,23577,5,Petrol,8
37900,224598,9,Petrol,6
171500,28872,3,Petrol,4
43900,194416,9,Petrol,6
71900,142053,9,Petrol,6
36000,109040,7,Petrol,4
98000,49435,2,Petrol,4
266900,100693,5,Petrol,6
75000,175113,9,Petrol,8
352900,40932,5,Petrol,6
124900,106754,8,Petrol,6
122900,123300,9,Petrol,8
336500,75846,2,Petrol,6
36900,199544,10,Petrol,8
205000,30,2,Electric,0
74000,64412,4,Hybrid,4
119000,100504,9,Petrol,6
90000,119214,7,Petrol,4
118000,116413,9,Petrol,6
82000,32576,2,Petrol,4
55900,113902,6,Petrol,4
30900,177472,8,Petrol,4
65500,72095,6,Petrol,4
156900,184481,10,Petrol,12
387900,142852,9,Petrol,12
81000,110498,9,Petrol,8
265000,44689,5,Petrol,6
242000,50762,6,Petrol,4
61900,49513,7,Petrol,6
211900,134019,7,Petrol,8
283000,24091,5,Petrol,8
211900,134019,7,Petrol,8
283000,24091,5,Petrol,8
101900,101187,8,Petrol,6
269000,41653,4,Petrol,6
107000,77208,5,Petrol,4
115000,59945,3,Petrol,4
178000,16487,2,Petrol,6
77000,147351,10,Petrol,8
102900,48800,4,Petrol,6
95000,129676,7,Petrol,4
82000,33248,1,Petrol,4
59900,202246,9,Petrol,8
74900,123981,7,Petrol,6
169000,32467,2,Petrol,4
97900,12622,1,Petrol,4
86900,74833,6,Petrol,4
140900,111595,6,Petrol,6
93900,75928,5,Petrol,6
44900,155305,8,Petrol,4
77000,73369,5,Petrol,4
71000,95001,8,Petrol,8
210900,82190,8,Petrol,8
90000,101872,6,Petrol,6
93900,140112,8,Petrol,6
39000,43,1,Petrol,4
97900,115769,5,Petrol,4
95000,211720,9,Petrol,8
158499,36000,3,Petrol,6
36100,204507,9,Petrol,6
322900,17097,2,Petrol,4
110000,117078,9,Petrol,6
48900,30917,2,Petrol,4
90000,114924,7,Petrol,6
400900,25943,1,Electric,0
60000,192456,8,Petrol,4
99000,172000,8,Petrol,6
40000,249081,10,Petrol,8
50000,101232,8,Petrol,4
127900,97019,7,Petrol,6
98900,136552,8,Petrol,4
67000,131332,4,Petrol,6
105000,67965,8,Petrol,6
300000,59771,3,Petrol,6
55000,133142,5,Petrol,4
280000,28083,3,Petrol,4
60000,115800,5,Petrol,3
135000,90364,8,Petrol,8
120000,80696,5,Petrol,6
60000,92346,8,Petrol,4
97900,113711,8,Petrol,6
320000,1223,1,Petrol,6
57000,81139,11,Petrol,6
95000,10489,1,Petrol,4
239900,30676,2,Petrol,8
78000,137622,7,Petrol,6
92900,209902,9,Petrol,8
39000,79,1,Petrol,4
39000,78,1,Petrol,4
204000,76251,5,Petrol,6
78900,134419,10,Petrol,8
40900,162764,9,Petrol,4
829000,11580,2,Petrol,8
196900,59815,3,Petrol,4
46000,172702,7,Petrol,6
119900,95598,7,Petrol,4
190000,36934,8,Petrol,8
137800,21946,2,Petrol,4
75900,69857,8,Petrol,4
51000,111378,7,Petrol,4
103000,43004,4,Petrol,4
155900,55610,3,Petrol,8
120000,144886,6,Petrol,6
72900,102529,7,Petrol,6
27500,92796,5,Petrol,3
85900,100085,6,Petrol,4
140000,91630,5,Petrol,4
102900,111372,4,Petrol,4
110900,39694,1,Petrol,4
68000,9052,1,Petrol,3
53000,118550,6,Petrol,4
85000,74814,9,Petrol,4
164000,155178,8,Petrol,8
70000,92482,4,Petrol,4
44500,180932,9,Petrol,6
340900,39487,1,Petrol,6
43000,154923,6,Petrol,4
283900,64761,5,Petrol,6
259000,87188,4,Petrol,6
120000,82175,7,Petrol,6
39000,67968,4,Petrol,4
115000,21123,2,Petrol,4
63000,50365,4,Petrol,4
48000,168001,9,Petrol,6
38100,190578,10,Petrol,4
89999,10848,2,Petrol,4
154000,33537,4,Petrol,6
79900,169994,7,Petrol,4
42100,171716,9,Petrol,6
67900,15005,1,Petrol,4
122000,64051,5,Petrol,4
188000,97372,6,Petrol,6
116900,74079,7,Petrol,4
44000,154500,8,Petrol,6
137000,53000,8,Petrol,8
46900,102312,9,Petrol,4
81900,87204,6,Petrol,6
93000,35208,4,Petrol,6
91000,205121,9,Petrol,8
50000,116042,12,Petrol,8
80000,85220,8,Petrol,6
95000,125887,9,Petrol,8
120000,152144,9,Petrol,8
78500,153000,8,Petrol,6
305000,30252,8,Petrol,8
139000,29903,2,Petrol,4
99900,186976,9,Petrol,6
151900,120230,8,Petrol,8
119999,214888,8,Petrol,8
45000,85361,10,Petrol,4
100000,85090,6,Petrol,6
56500,92500,8,Hybrid,4
37000,74000,8,Petrol,6
422900,41905,7,Petrol,12
28000,194994,11,Petrol,6
177000,21190,2,Petrol,6
65500,72095,6,Petrol,4
156900,184481,10,Petrol,12
387900,142852,9,Petrol,12
81000,110498,9,Petrol,8
265000,44689,5,Petrol,6
242000,50762,6,Petrol,4
61900,49513,7,Petrol,6
211900,134019,7,Petrol,8
283000,24091,5,Petrol,8
101900,101187,8,Petrol,6
269000,41653,4,Petrol,6
107000,77208,5,Petrol,4
115000,59945,3,Petrol,4
178000,16487,2,Petrol,6
77000,147351,10,Petrol,8
102900,48800,4,Petrol,6
95000,129676,7,Petrol,4
82000,33248,1,Petrol,4
59900,202246,9,Petrol,8
74900,123981,7,Petrol,6
169000,32467,2,Petrol,4
97900,12622,1,Petrol,4
86900,74833,6,Petrol,4
140900,111595,6,Petrol,6
93900,75928,5,Petrol,6
44900,155305,8,Petrol,4
77000,73369,5,Petrol,4
71000,95001,8,Petrol,8
210900,82190,8,Petrol,8
90000,101872,6,Petrol,6
93900,140112,8,Petrol,6
39000,43,1,Petrol,4
97900,115769,5,Petrol,4
95000,211720,9,Petrol,8
158499,36000,3,Petrol,6
36100,204507,9,Petrol,6
322900,17097,2,Petrol,4
110000,117078,9,Petrol,6
48900,30917,2,Petrol,4
90000,114924,7,Petrol,6
400900,25943,1,Electric,0
60000,192456,8,Petrol,4
99000,172000,8,Petrol,6
40000,249081,10,Petrol,8
50000,101232,8,Petrol,4
127900,97019,7,Petrol,6
98900,136552,8,Petrol,4
67000,131332,4,Petrol,6
105000,67965,8,Petrol,6
300000,59771,3,Petrol,6
162900,19862,1,Petrol,4
47000,99610,8,Petrol,4
86000,166671,10,Petrol,8
193000,123450,11,Petrol,6
34900,160710,11,Petrol,4
75000,133952,7,Petrol,6
140000,91630,5,Petrol,4
102900,111372,4,Petrol,4
110900,39694,1,Petrol,4
68000,9052,1,Petrol,3
53000,118550,6,Petrol,4
85000,74814,9,Petrol,4
164000,155178,8,Petrol,8
70000,92482,4,Petrol,4
44500,180932,9,Petrol,6
340900,39487,1,Petrol,6
43000,154923,6,Petrol,4
283900,64761,5,Petrol,6
259000,87188,4,Petrol,6
120000,82175,7,Petrol,6
39000,67968,4,Petrol,4
115000,21123,2,Petrol,4
63000,50365,4,Petrol,4
48000,168001,9,Petrol,6
38100,190578,10,Petrol,4
270000,50000,3,Petrol,6
365000,18700,1,Petrol,6
1075,5000,2,Petrol,8
289000,400,1,Petrol,6
199000,140000,12,Petrol,6
48000,140000,8,Petrol,6
46000,131000,14,Petrol,6
34000,131000,7,Petrol,4
64500,133000,8,Petrol,4
99000,40000,4,Petrol,5
109000,112000,9,Petrol,8
179000,0,0,Petrol,6
25000,107000,11,Petrol,4
54000,136109,8,Petrol,6
22000,135000,18,Petrol,8
179900,109854,5,Petrol,4
56000,154000,10,Petrol,8
14500,187994,16,Petrol,4
85000,100258,4,Petrol,4
27500,118000,6,Petrol,4
109000,18000,2,Petrol,4
369000,9277,1,Petrol,6
172000,60000,3,Petrol,6
96000,150000,5,Petrol,8
119000,55000,3,Petrol,4
97000,107000,4,Petrol,4
69999,141159,12,Petrol,8
287000,29000,2,Petrol,8
19000,192000,8,Petrol,4
10700,252278,16,Petrol,4
55000,12000,0,Petrol,4
114000,39102,4,Petrol,4
59000,146200,8,Petrol,4
70995,45600,4,Petrol,4
68000,73000,3,Petrol,4
250000,69442,6,Petrol,6
49500,189606,9,Petrol,6
175000,38832,3,Petrol,4
74500,74000,6,Petrol,4
17500,160132,8,Petrol,4
52500,129121,7,Petrol,6
23500,123425,10,Petrol,4
38000,81169,9,Petrol,4
279000,3500,3,Electric,0
85000,42027,2,Petrol,4
81000,0,0,Petrol,4
64000,0,1,Diesel,4
