Series_Title,Released_Year,Rating,Runtime,Genre,IMDB_Rating,Gross
Moon,2009,R,97 min,"Drama, Mystery, Sci-Fi",7.9,5009677
Låt den rätte komma in,2008,R,114 min,"Crime, Drama, Fantasy",7.9,2122065
District 9,2009,A,112 min,"Action, Sci-Fi, Thriller",7.9,115646235
The Wrestler,2008,UA,109 min,"Drama, Sport",7.9,26236603
Jab We Met,2007,U,138 min,"Comedy, Drama, Romance",7.9,410800
Boyhood,2014,A,165 min,Drama,7.9,25379975
"4 luni, 3 saptamâni si 2 zile",2007,,113 min,Drama,7.9,1185783
Star Trek,2009,UA,127 min,"Action, Adventure, Sci-Fi",7.9,257730019
In Bruges,2008,R,107 min,"Comedy, Crime, Drama",7.9,7757130
The Man from Earth,2007,,87 min,"Drama, Fantasy, Mystery",7.9,
Letters from Iwo Jima,2006,UA,141 min,"Action, Adventure, Drama",7.9,13756082
The Fall,2006,R,117 min,"Adventure, Drama, Fantasy",7.9,2280348
Life of Pi,2012,U,127 min,"Adventure, Drama, Fantasy",7.9,124987023
Fantastic Mr. Fox,2009,PG,87 min,"Animation, Adventure, Comedy",7.9,21002919
C.R.A.Z.Y.,2005,,129 min,"Comedy, Drama",7.9,
Les choristes,2004,PG-13,97 min,"Drama, Music",7.9,3635164
Iron Man,2008,UA,126 min,"Action, Adventure, Sci-Fi",7.9,318412101
Shaun of the Dead,2004,UA,99 min,"Comedy, Horror",7.9,13542874
Gegen die Wand,2004,R,121 min,"Drama, Romance",7.9,
Mystic River,2003,A,138 min,"Crime, Drama, Mystery",7.9,90135191
Harry Potter and the Prisoner of Azkaban,2004,U,142 min,"Adventure, Family, Fantasy",7.9,249358727
Ying xiong,2002,PG-13,120 min,"Action, Adventure, History",7.9,53710019
Hable con ella,2002,R,112 min,"Drama, Mystery, Romance",7.9,9284265
No Man's Land,2001,R,98 min,"Comedy, Drama, War",7.9,1059830
Cowboy Bebop: Tengoku no tobira,2001,U,115 min,"Animation, Action, Crime",7.9,1000045
The Bourne Identity,2002,UA,119 min,"Action, Mystery, Thriller",7.9,121661683
Nueve reinas,2000,R,114 min,"Crime, Drama, Thriller",7.9,1221261
Children of Men,2006,A,109 min,"Adventure, Drama, Sci-Fi",7.9,35552383
Almost Famous,2000,A,122 min,"Adventure, Comedy, Drama",7.9,32534850
Mulholland Dr.,2001,R,147 min,"Drama, Mystery, Thriller",7.9,7220243
Toy Story 2,1999,U,92 min,"Animation, Adventure, Comedy",7.9,245852179
Boogie Nights,1997,R,155 min,Drama,7.9,26400640
Mimi wo sumaseba,1995,U,111 min,"Animation, Drama, Family",7.9,
Once Were Warriors,1994,A,102 min,"Crime, Drama",7.9,2201126
True Romance,1993,R,119 min,"Crime, Drama, Romance",7.9,12281500
Trois couleurs: Bleu,1993,U,94 min,"Drama, Music, Mystery",7.9,1324974
Jûbê ninpûchô,1993,A,94 min,"Animation, Action, Adventure",7.9,
Carlito's Way,1993,A,144 min,"Crime, Drama, Thriller",7.9,36948322
Edward Scissorhands,1990,U,105 min,"Drama, Fantasy, Romance",7.9,56362352
My Left Foot: The Story of Christy Brown,1989,U,103 min,"Biography, Drama",7.9,14743391
Crimes and Misdemeanors,1989,PG-13,104 min,"Comedy, Drama",7.9,18254702
The Untouchables,1987,A,119 min,"Crime, Drama, Thriller",7.9,76270454
Hannah and Her Sisters,1986,PG-13,107 min,"Comedy, Drama",7.9,40084041
Brazil,1985,U,132 min,"Drama, Sci-Fi",7.9,9929135
This Is Spinal Tap,1984,R,82 min,"Comedy, Music",7.9,188751
A Christmas Story,1983,U,93 min,"Comedy, Family",7.9,20605209
The Blues Brothers,1980,U,133 min,"Action, Adventure, Comedy",7.9,57229890
Manhattan,1979,R,96 min,"Comedy, Drama, Romance",7.9,45700000
All That Jazz,1979,A,123 min,"Drama, Music, Musical",7.9,37823676
Dawn of the Dead,1978,A,127 min,"Action, Adventure, Horror",7.9,5100000
All the President's Men,1976,U,138 min,"Biography, Drama, History",7.9,70600000
La montaña sagrada,1973,R,114 min,"Adventure, Drama, Fantasy",7.9,61001
Amarcord,1973,R,123 min,"Comedy, Drama, Family",7.9,
Le charme discret de la bourgeoisie,1972,PG,102 min,Comedy,7.9,198809
"Aguirre, der Zorn Gottes",1972,,95 min,"Action, Adventure, Biography",7.9,
Harold and Maude,1971,PG,91 min,"Comedy, Drama, Romance",7.9,
Patton,1970,U,172 min,"Biography, Drama, War",7.9,61700000
The Wild Bunch,1969,A,145 min,"Action, Adventure, Western",7.9,12064472
Night of the Living Dead,1968,,96 min,"Horror, Thriller",7.9,89029
The Lion in Winter,1968,PG,134 min,"Biography, Drama, History",7.9,22276975
In the Heat of the Night,1967,U,110 min,"Crime, Drama, Mystery",7.9,24379978
Charade,1963,U,113 min,"Comedy, Mystery, Romance",7.9,13474588
The Manchurian Candidate,1962,PG-13,126 min,"Drama, Thriller",7.9,
Spartacus,1960,A,197 min,"Adventure, Biography, Drama",7.9,30000000
L'avventura,1960,U,144 min,"Drama, Mystery",7.9,
Hiroshima mon amour,1959,,90 min,"Drama, Romance",7.9,88300
The Ten Commandments,1956,U,220 min,"Adventure, Drama",7.9,93740000
The Searchers,1956,Passed,119 min,"Adventure, Drama, Western",7.9,
East of Eden,1955,U,118 min,Drama,7.9,
High Noon,1952,PG,85 min,"Drama, Thriller, Western",7.9,9450000
Strangers on a Train,1951,A,101 min,"Crime, Film-Noir, Thriller",7.9,7630000
Harvey,1950,Approved,104 min,"Comedy, Drama, Fantasy",7.9,
Miracle on 34th Street,1947,,96 min,"Comedy, Drama, Family",7.9,2650000
Notorious,1946,U,102 min,"Drama, Film-Noir, Romance",7.9,10464000
The Big Sleep,1946,Passed,114 min,"Crime, Film-Noir, Mystery",7.9,6540000
The Lost Weekend,1945,Passed,101 min,"Drama, Film-Noir",7.9,9460000
The Philadelphia Story,1940,,112 min,"Comedy, Romance",7.9,
His Girl Friday,1940,Passed,92 min,"Comedy, Drama, Romance",7.9,296000
The Adventures of Robin Hood,1938,PG,102 min,"Action, Adventure, Romance",7.9,3981000
A Night at the Opera,1935,Passed,96 min,"Comedy, Music, Musical",7.9,2537520
King Kong,1933,Passed,100 min,"Adventure, Horror, Sci-Fi",7.9,10000000
Freaks,1932,,64 min,"Drama, Horror",7.9,
Nosferatu,1922,,94 min,"Fantasy, Horror",7.9,
The Gentlemen,2019,A,113 min,"Action, Comedy, Crime",7.8,
Raazi,2018,UA,138 min,"Action, Drama, Thriller",7.8,
Sound of Metal,2019,R,120 min,"Drama, Music",7.8,
Forushande,2016,UA,124 min,Drama,7.8,2402067
Dunkirk,2017,UA,106 min,"Action, Drama, History",7.8,188373161
Perfetti sconosciuti,2016,,96 min,"Comedy, Drama",7.8,
Hidden Figures,2016,UA,127 min,"Biography, Drama, History",7.8,169607287
Paddington 2,2017,U,103 min,"Adventure, Comedy, Family",7.8,40442052
Udta Punjab,2016,A,148 min,"Action, Crime, Drama",7.8,
Kubo and the Two Strings,2016,PG,101 min,"Animation, Action, Adventure",7.8,48023088
M.S. Dhoni: The Untold Story,2016,U,184 min,"Biography, Drama, Sport",7.8,1782795
Manchester by the Sea,2016,UA,137 min,Drama,7.8,47695120
Under sandet,2015,R,100 min,"Drama, History, War",7.8,435266
Rogue One,2016,UA,133 min,"Action, Adventure, Sci-Fi",7.8,532177324
Captain America: Civil War,2016,UA,147 min,"Action, Adventure, Sci-Fi",7.8,408084349
The Hateful Eight,2015,A,168 min,"Crime, Drama, Mystery",7.8,54117416
Little Women,2019,U,135 min,"Drama, Romance",7.8,108101214
Loving Vincent,2017,UA,94 min,"Animation, Biography, Crime",7.8,6735118
Pride,2014,R,119 min,"Biography, Comedy, Drama",7.8,
Le passé,2013,PG-13,130 min,"Drama, Mystery",7.8,1330596
La grande bellezza,2013,,141 min,Drama,7.8,2852400
The Lunchbox,2013,U,104 min,"Drama, Romance",7.8,4231500
Vicky Donor,2012,UA,126 min,"Comedy, Romance",7.8,169209
Big Hero 6,2014,U,102 min,"Animation, Action, Adventure",7.8,222527828
About Time,2013,R,123 min,"Comedy, Drama, Fantasy",7.8,15322921
English Vinglish,2012,U,134 min,"Comedy, Drama, Family",7.8,1670773
Kaze tachinu,2013,PG-13,126 min,"Animation, Biography, Drama",7.8,5209580
Toy Story 4,2019,U,100 min,"Animation, Adventure, Comedy",7.8,434038008
La migliore offerta,2013,R,131 min,"Crime, Drama, Mystery",7.8,85433
Moonrise Kingdom,2012,A,94 min,"Comedy, Drama, Romance",7.8,45512466
How to Train Your Dragon 2,2014,U,102 min,"Animation, Action, Adventure",7.8,177002924
The Big Short,2015,A,130 min,"Biography, Comedy, Drama",7.8,70259870
Kokuhaku,2010,,106 min,"Drama, Thriller",7.8,
Ang-ma-reul bo-at-da,2010,,144 min,"Action, Crime, Drama",7.8,128392
The Girl with the Dragon Tattoo,2011,R,158 min,"Crime, Drama, Mystery",7.8,102515793
Captain Phillips,2013,UA,134 min,"Adventure, Biography, Crime",7.8,107100855
Ajeossi,2010,R,119 min,"Action, Crime, Drama",7.8,6460
Straight Outta Compton,2015,R,147 min,"Biography, Drama, History",7.8,161197785
Madeo,2009,R,129 min,"Crime, Drama, Mystery",7.8,547292
Chugyeokja,2008,,125 min,"Action, Crime, Thriller",7.8,
The Hobbit: The Desolation of Smaug,2013,UA,161 min,"Adventure, Fantasy",7.8,258366855
Das weiße Band - Eine deutsche Kindergeschichte,2009,UA,144 min,"Drama, History, Mystery",7.8,2222647
Män som hatar kvinnor,2009,R,152 min,"Crime, Drama, Mystery",7.8,10095170
The Trial of the Chicago 7,2020,R,129 min,"Drama, History, Thriller",7.8,
Druk,2020,,117 min,"Comedy, Drama",7.8,
The Fighter,2010,UA,116 min,"Biography, Drama, Sport",7.8,93617009
Taken,2008,A,90 min,"Action, Thriller",7.8,145000989
The Boy in the Striped Pyjamas,2008,PG-13,94 min,"Drama, History, War",7.8,9030581
Once,2007,R,86 min,"Drama, Music, Romance",7.8,9439923
The Hobbit: An Unexpected Journey,2012,UA,169 min,"Adventure, Fantasy",7.8,303003568
Auf der anderen Seite,2007,,122 min,Drama,7.8,741283
Atonement,2007,R,123 min,"Drama, Mystery, Romance",7.8,50927067
Drive,2011,A,100 min,"Crime, Drama",7.8,35061555
American Gangster,2007,A,157 min,"Biography, Crime, Drama",7.8,130164645
Avatar,2009,UA,162 min,"Action, Adventure, Fantasy",7.8,760507625
Mr. Nobody,2009,R,141 min,"Drama, Fantasy, Romance",7.8,3600
Apocalypto,2006,A,139 min,"Action, Adventure, Drama",7.8,50866635
Little Miss Sunshine,2006,UA,101 min,"Comedy, Drama",7.8,59891098
Hot Fuzz,2007,UA,121 min,"Action, Comedy, Mystery",7.8,23637265
The Curious Case of Benjamin Button,2008,UA,166 min,"Drama, Fantasy, Romance",7.8,127509326
Veer-Zaara,2004,U,192 min,"Drama, Family, Musical",7.8,2921738
Adams æbler,2005,R,94 min,"Comedy, Crime, Drama",7.8,1305
Pride & Prejudice,2005,PG,129 min,"Drama, Romance",7.8,38405088
The World's Fastest Indian,2005,U,127 min,"Biography, Drama, Sport",7.8,5128124
Tôkyô goddofâzâzu,2003,UA,90 min,"Animation, Adventure, Comedy",7.8,128985
Serenity,2005,PG-13,119 min,"Action, Adventure, Sci-Fi",7.8,25514517
Walk the Line,2005,PG-13,136 min,"Biography, Drama, Music",7.8,119519402
Ondskan,2003,,113 min,Drama,7.8,15280
The Notebook,2004,A,123 min,"Drama, Romance",7.8,81001787
Diarios de motocicleta,2004,U,126 min,"Adventure, Biography, Drama",7.8,16756372
Lilja 4-ever,2002,R,109 min,"Crime, Drama",7.8,181655
Les triplettes de Belleville,2003,PG-13,80 min,"Animation, Comedy, Drama",7.8,7002255
Gongdong gyeongbi guyeok JSA,2000,,110 min,"Action, Drama, Thriller",7.8,
The Count of Monte Cristo,2002,PG-13,131 min,"Action, Adventure, Drama",7.8,54234062
Waking Life,2001,R,99 min,"Animation, Drama, Fantasy",7.8,2892011
Remember the Titans,2000,U,113 min,"Biography, Drama, Sport",7.8,115654751
Wo hu cang long,2000,UA,120 min,"Action, Adventure, Fantasy",7.8,128078872
Todo sobre mi madre,1999,R,101 min,Drama,7.8,8264530
Cast Away,2000,UA,143 min,"Adventure, Drama, Romance",7.8,233632142
The Boondock Saints,1999,R,108 min,"Action, Crime, Thriller",7.8,25812
The Insider,1999,UA,157 min,"Biography, Drama, Thriller",7.8,28965197
October Sky,1999,PG,108 min,"Biography, Drama, Family",7.8,32481825
Shrek,2001,U,90 min,"Animation, Adventure, Comedy",7.8,267665011
Titanic,1997,UA,194 min,"Drama, Romance",7.8,659325379
Hana-bi,1997,,103 min,"Crime, Drama, Romance",7.8,233986
Gattaca,1997,UA,106 min,"Drama, Sci-Fi, Thriller",7.8,12339633
The Game,1997,UA,129 min,"Action, Drama, Mystery",7.8,48323648
Breaking the Waves,1996,R,159 min,Drama,7.8,4040691
Ed Wood,1994,U,127 min,"Biography, Comedy, Drama",7.8,5887457
What's Eating Gilbert Grape,1993,U,118 min,Drama,7.8,9170214
Tombstone,1993,R,130 min,"Action, Biography, Drama",7.8,56505065
The Sandlot,1993,U,101 min,"Comedy, Drama, Family",7.8,32416586
The Remains of the Day,1993,U,134 min,"Drama, Romance",7.8,22954968
Naked,1993,,132 min,"Comedy, Drama",7.8,1769305
The Fugitive,1993,U,130 min,"Action, Crime, Drama",7.8,183875760
A Bronx Tale,1993,R,121 min,"Crime, Drama, Romance",7.8,17266971
Batman: Mask of the Phantasm,1993,PG,76 min,"Animation, Action, Crime",7.8,5617391
Lat sau san taam,1992,R,128 min,"Action, Crime, Thriller",7.8,
Night on Earth,1991,R,129 min,"Comedy, Drama",7.8,2015810
La double vie de Véronique,1991,R,98 min,"Drama, Fantasy, Music",7.8,1999955
Boyz n the Hood,1991,A,112 min,"Crime, Drama",7.8,57504069
Misery,1990,R,107 min,"Drama, Thriller",7.8,61276872
Awakenings,1990,U,121 min,"Biography, Drama",7.8,52096475
Majo no takkyûbin,1989,U,103 min,"Animation, Adventure, Drama",7.8,
Glory,1989,R,122 min,"Biography, Drama, History",7.8,26830000
Dip huet seung hung,1989,R,111 min,"Action, Crime, Drama",7.8,
Back to the Future Part II,1989,U,108 min,"Adventure, Comedy, Sci-Fi",7.8,118500000
Mississippi Burning,1988,A,128 min,"Crime, Drama, History",7.8,34603943
Predator,1987,A,107 min,"Action, Adventure, Sci-Fi",7.8,59735548
Evil Dead II,1987,A,84 min,"Action, Comedy, Fantasy",7.8,5923044
Ferris Bueller's Day Off,1986,U,103 min,Comedy,7.8,70136369
Down by Law,1986,R,107 min,"Comedy, Crime, Drama",7.8,1436000
The Goonies,1985,U,114 min,"Adventure, Comedy, Family",7.8,61503218
The Color Purple,1985,U,154 min,Drama,7.8,98467863
The Breakfast Club,1985,UA,97 min,"Comedy, Drama",7.8,45875171
The Killing Fields,1984,UA,141 min,"Biography, Drama, History",7.8,34700291
Ghostbusters,1984,UA,105 min,"Action, Comedy, Fantasy",7.8,238632124
The Right Stuff,1983,PG,193 min,"Adventure, Biography, Drama",7.8,21500000
The King of Comedy,1982,U,109 min,"Comedy, Crime, Drama",7.8,2500000
E.T. the Extra-Terrestrial,1982,U,115 min,"Family, Sci-Fi",7.8,435110554
Kramer vs. Kramer,1979,A,105 min,Drama,7.8,106260000
Days of Heaven,1978,PG,94 min,"Drama, Romance",7.8,
The Outlaw Josey Wales,1976,A,135 min,Western,7.8,31800000
The Man Who Would Be King,1975,PG,129 min,"Adventure, History, War",7.8,
The Conversation,1974,U,113 min,"Drama, Mystery, Thriller",7.8,4420000
La planète sauvage,1973,U,72 min,"Animation, Sci-Fi",7.8,193817
The Day of the Jackal,1973,A,143 min,"Crime, Drama, Thriller",7.8,16056255
Badlands,1973,PG,94 min,"Action, Crime, Drama",7.8,
Cabaret,1972,A,124 min,"Drama, Music, Musical",7.8,42765000
Willy Wonka & the Chocolate Factory,1971,U,100 min,"Family, Fantasy, Musical",7.8,4000000
Midnight Cowboy,1969,A,113 min,Drama,7.8,44785053
Wait Until Dark,1967,,108 min,Thriller,7.8,17550741
Guess Who's Coming to Dinner,1967,,108 min,"Comedy, Drama",7.8,56700000
Bonnie and Clyde,1967,A,111 min,"Action, Biography, Crime",7.8,
My Fair Lady,1964,U,170 min,"Drama, Family, Musical",7.8,72000000
Mary Poppins,1964,U,139 min,"Comedy, Family, Fantasy",7.8,102272727
The Longest Day,1962,G,178 min,"Action, Drama, History",7.8,39100000
Jules et Jim,1962,,105 min,"Drama, Romance",7.8,
The Innocents,1961,A,100 min,Horror,7.8,2616000
À bout de souffle,1960,U,90 min,"Crime, Drama",7.8,336705
Red River,1948,Passed,133 min,"Action, Adventure, Drama",7.8,
Key Largo,1948,,100 min,"Action, Crime, Drama",7.8,
To Have and Have Not,1944,PG,100 min,"Adventure, Comedy, Film-Noir",7.8,
Shadow of a Doubt,1943,PG,108 min,"Film-Noir, Thriller",7.8,
Stagecoach,1939,Passed,96 min,"Adventure, Drama, Western",7.8,
The Lady Vanishes,1938,,96 min,"Mystery, Thriller",7.8,
Bringing Up Baby,1938,Passed,102 min,"Comedy, Family, Romance",7.8,
Bride of Frankenstein,1935,,75 min,"Drama, Horror, Sci-Fi",7.8,4360000
Duck Soup,1933,,69 min,"Comedy, Musical, War",7.8,
Scarface: The Shame of the Nation,1932,PG,93 min,"Action, Crime, Drama",7.8,
Frankenstein,1931,Passed,70 min,"Drama, Horror, Sci-Fi",7.8,
Roma,2018,R,135 min,Drama,7.7,
God's Own Country,2017,,104 min,"Drama, Romance",7.7,335609
Deadpool 2,2018,R,119 min,"Action, Adventure, Comedy",7.7,324591735
Wind River,2017,R,107 min,"Crime, Drama, Mystery",7.7,33800859
Get Out,2017,R,104 min,"Horror, Mystery, Thriller",7.7,176040665
Mission: Impossible - Fallout,2018,UA,147 min,"Action, Adventure, Thriller",7.7,220159104
En man som heter Ove,2015,PG-13,116 min,"Comedy, Drama, Romance",7.7,3358518
What We Do in the Shadows,2014,R,86 min,"Comedy, Horror",7.7,3333000
Omoide no Mânî,2014,U,103 min,"Animation, Drama, Family",7.7,765127
The Theory of Everything,2014,U,123 min,"Biography, Drama, Romance",7.7,35893537
Kingsman: The Secret Service,2014,A,129 min,"Action, Adventure, Comedy",7.7,128261724
The Fault in Our Stars,2014,UA,126 min,"Drama, Romance",7.7,124872350
Me and Earl and the Dying Girl,2015,PG-13,105 min,"Comedy, Drama",7.7,6743776
Birdman or (The Unexpected Virtue of Ignorance),2014,A,119 min,"Comedy, Drama",7.7,42340598
La vie d'Adèle,2013,A,180 min,"Drama, Romance",7.7,2199675
Kai po che!,2013,U,130 min,"Drama, Sport",7.7,1122527
The Broken Circle Breakdown,2012,,111 min,"Drama, Music, Romance",7.7,175058
Captain America: The Winter Soldier,2014,UA,136 min,"Action, Adventure, Sci-Fi",7.7,259766572
Rockstar,2011,UA,159 min,"Drama, Music, Musical",7.7,985912
Nebraska,2013,UA,115 min,"Adventure, Comedy, Drama",7.7,17654912
Wreck-It Ralph,2012,U,101 min,"Animation, Adventure, Comedy",7.7,189422889
Le Petit Prince,2015,PG,108 min,"Animation, Adventure, Drama",7.7,1339152
Detachment,2011,,98 min,Drama,7.7,71177
Midnight in Paris,2011,PG-13,96 min,"Comedy, Fantasy, Romance",7.7,56816662
The Lego Movie,2014,U,100 min,"Animation, Action, Adventure",7.7,257760692
Gravity,2013,UA,91 min,"Drama, Sci-Fi, Thriller",7.7,274092705
Star Trek Into Darkness,2013,UA,132 min,"Action, Adventure, Sci-Fi",7.7,228778661
Beasts of No Nation,2015,,137 min,"Drama, War",7.7,83861
The Social Network,2010,UA,120 min,"Biography, Drama",7.7,96962694
X: First Class,2011,UA,131 min,"Action, Adventure, Sci-Fi",7.7,146408305
The Hangover,2009,UA,100 min,Comedy,7.7,277322503
